BBSL715548_Anthidium_rodriguezi_male_lateralhabitus_scale41.jpg,2,1,2.1,2.2,2.3,1.8,0.447213595,"(1.6, 1.8]",1.6,1.8,8,7
BBSL715548_Anthidium_rodriguezi_male_lateralhabitus_scale42.jpg,3,3,3,3,3,3,0,"(2.8, 3.0]",2.8,3,14,13
BBSL715548_Anthidium_rodriguezi_male_lateralhabitus_scale45.jpg,3,3,4,4,3,3.4,0.547722558,"(3.2, 3.6]",3.2,3.6,16,15
BBSL716793_Anthidium_oblongatum_male_lateral01_20(2)13.jpg,1,1,1,1,1,1,0,"(0.791, 1.0]",0.785,1,3,2
BBSL716793_Anthidium_oblongatum_male_lateral01_20(2)25.jpg,2,2,1,2,2,1.8,0.447213595,"(1.6, 1.8]",1.6,1.8,8,7
BBSL716793_Anthidium_oblongatum_male_lateral01_20(2)55.jpg,3,2,2,3,3,2.6,0.547722558,"(2.4, 2.6]",2.4,2.6,12,11
BBSL716793_Anthidium_oblongatum_male_lateral01_20(2)56.jpg,3,3,4,3,4,3.4,0.547722558,"(3.2, 3.6]",3.2,3.6,16,15
BBSL716793_Anthidium_oblongatum_male_lateral01_20(2)610.jpg,0,0,0,0,1,0.2,0.447213595,"(-0.001, 0.4]",0,0,1,0
BBSL717387_Epanthidium_tigrinum_female_lateralhabitus41.jpg,4,4,4,1,3,3.2,1.303840481,"(3.0, 3.2]",3,3.2,15,14
BBSL717387_Epanthidium_tigrinum_female_lateralhabitus43.jpg,1,2,1,3,2,1.8,0.836660027,"(1.6, 1.8]",1.6,1.8,8,7
BBSL717387_Epanthidium_tigrinum_female_lateralhabitus44.jpg,3,2,2,2,3,2.4,0.547722558,"(2.2, 2.4]",2.2,2.4,11,10
BBSL717387_Epanthidium_tigrinum_female_lateralhabitus58.jpg,2,1,0,1,4,1.6,1.516575089,"(1.4, 1.6]",1.4,1.6,7,6
BBSL717387_Epanthidium_tigrinum_female_lateralhabitus82.jpg,1,0,0,0,1,0.4,0.547722558,"(-0.001, 0.4]",0,0,1,0
BBSL717387_Epanthidium_tigrinum_female_lateralhabitus83.jpg,0,2,3,3,0,1.6,1.516575089,"(1.4, 1.6]",1.4,1.6,7,6
BBSL722296_Ceratina_Dalyatina_aloes_female_lateralhabitus_Complete39.jpg,3,1,3,2,3,2.4,0.894427191,"(2.2, 2.4]",2.2,2.4,11,10
BBSL722296_Ceratina_Dalyatina_aloes_female_lateralhabitus_Complete59.jpg,2,3,3,3,3,2.8,0.447213595,"(2.6, 2.8]",2.6,2.8,13,12
BBSL722296_Ceratina_Dalyatina_aloes_female_lateralhabitus_Complete78.jpg,3,3,0,0,0,1.2,1.643167673,"(1.0, 1.2]",1,1.2,4,3
BBSL722551_Megachile_johannis_female_factsheet_EDITED-244.jpg,2,2,2,2,2,2,0,"(1.8, 2.0]",1.8,2,9,8
BBSL722551_Megachile_johannis_female_factsheet_EDITED-248.jpg,5,5,5,5,5,5,0,"(4.8, 5.0]",4.8,5,20,19
BBSL722551_Megachile_johannis_female_factsheet_EDITED-2511.jpg,1,1,1,1,2,1.2,0.447213595,"(1.0, 1.2]",1,1.2,4,3
BBSL722551_Megachile_johannis_female_factsheet_EDITED-254.jpg,3,2,3,4,3,3,0.707106781,"(2.8, 3.0]",2.8,3,14,13
BBSL722551_Megachile_johannis_female_factsheet_EDITED-2612.jpg,5,5,5,4,4,4.6,0.547722558,"(4.2, 4.8]",4.2,4.8,19,18
BBSL722551_Megachile_johannis_female_factsheet_EDITED-266.jpg,4,5,5,4,5,4.6,0.547722558,"(4.2, 4.8]",4.2,4.8,19,18
BBSL722551_Megachile_johannis_female_factsheet_EDITED-2716.jpg,1,1,0,1,1,0.8,0.447213595,"(0.791, 1.0]",0.785,1,3,2
BBSL722551_Megachile_johannis_female_factsheet_EDITED-2811.jpg,1,1,1,1,1,1,0,"(0.791, 1.0]",0.785,1,3,2
BBSL722551_Megachile_johannis_female_factsheet_EDITED-2815.jpg,4,4,4,3,4,3.8,0.447213595,"(3.6, 4.0]",3.6,4,17,16
BBSL722551_Megachile_johannis_female_factsheet_EDITED-296.jpg,0,0,0,0,0,0,0,"(-0.001, 0.4]",0,0,1,0
BBSL722987_Aspidosmia_arnoldi_female_lateralhabitus39.jpg,1,2,1,2,1,1.4,0.547722558,"(1.25, 1.4]",1.248,1.4,6,5
BBSL722987_Aspidosmia_arnoldi_female_lateralhabitus41.jpg,1,1,1,1,0,0.8,0.447213595,"(0.791, 1.0]",0.785,1,3,2
